1490097372 0 0 0 0 0 1
1490109431 0 0 0 0 0 2
1490115308 0 0 0 1 0 2
1490117527 1 0 0 1 0 2
1490117792 2 0 0 1 0 2
1490118177 3 0 0 1 0 2
1490118660 4 0 0 1 0 2
1490118768 5 0 0 1 0 2
1490118818 6 0 0 1 0 2
1490268388 7 0 0 1 0 2
1490271373 7 0 1 1 0 2
1490273237 7 0 2 1 0 2
1490273256 8 0 2 1 0 2
1490275989 9 0 2 1 0 2
1490306583 9 0 2 1 1 2
1490339567 10 0 2 1 1 2
1490470229 10 1 2 1 1 2
1490473504 10 2 2 1 1 2
1490476220 10 3 2 1 1 2
1490476366 10 4 2 1 1 2
1490476558 10 5 2 1 1 2
1490608245 10 6 2 1 1 2
1490613146 10 7 2 1 1 2
1490614712 10 8 2 1 1 2
1490614909 10 9 2 1 1 2
1490615944 10 10 2 1 1 2
1490620008 10 11 2 1 1 2
1490900899 10 12 2 1 1 2
1490913665 10 13 2 1 1 2
1491330876 10 13 2 1 2 2
1492957443 10 14 2 1 2 2
1492960039 10 15 2 1 2 2
1492964556 10 16 2 1 2 2
1492968234 10 17 2 1 2 2
1492969616 10 18 2 1 2 2
1493294461 10 19 2 1 2 2
1493374944 10 20 2 1 2 2
1493466820 10 21 2 1 2 2
1493559123 10 22 2 1 2 2
1493560463 10 23 2 1 2 2
1493562135 10 24 2 1 2 2
1493562477 10 25 2 1 2 2
1493565700 10 26 2 1 2 2
1493565863 10 27 2 1 2 2
1493566377 10 28 2 1 2 2
1493567123 10 29 2 1 2 2
1493570228 10 30 2 1 2 2
1493574877 10 31 2 1 2 2
1493582962 10 32 2 1 2 2
1493583499 10 33 2 1 2 2
1493770495 10 34 2 1 2 2
1493772472 10 35 2 1 2 2
1493775079 10 36 2 1 2 2
1495099808 10 36 3 1 2 2
1495223621 10 37 3 1 2 2
1495900868 11 37 3 1 2 2
1495988256 12 37 3 1 2 2
1495993796 12 37 4 1 2 2
1496092044 12 37 5 1 2 2
1496422413 12 37 6 1 2 2
1496479311 12 37 6 2 2 2
1496499902 12 37 6 3 2 2
1496501751 12 37 6 4 2 2
1496506166 12 37 7 4 2 2
1496507165 12 37 8 4 2 2
1496508032 12 37 9 4 2 2
1496508597 12 37 9 5 2 2
1496508626 12 37 9 6 2 2
1496518883 12 37 10 6 2 2
1496518955 12 37 11 6 2 2
1496519404 12 37 12 6 2 2
1496523137 13 37 12 6 2 2
1496523303 13 37 12 7 2 2
1496523327 13 37 12 8 2 2
1496557549 13 37 12 9 2 2
1496559430 13 37 12 10 2 2
1496559995 13 37 12 11 2 2
1496560890 14 37 12 11 2 2
1496562949 15 37 12 11 2 2
1496563594 16 37 12 11 2 2
1496564702 17 37 12 11 2 2
1496568615 18 37 12 11 2 2
1496571263 19 37 12 11 2 2
1496571411 20 37 12 11 2 2
1496571972 21 37 12 11 2 2
1496572371 22 37 12 11 2 2
1496573619 23 37 12 11 2 2
1496574558 23 37 13 11 2 2
1496574573 23 37 14 11 2 2
1496575618 23 37 15 11 2 2
1496576123 23 37 16 11 2 2
1496576636 23 37 17 11 2 2
1496576963 23 37 18 11 2 2
1496580278 24 37 18 11 2 2
1496580478 24 37 19 11 2 2
1496581347 24 37 20 11 2 2
1496582423 24 37 21 11 2 2
1496582436 24 37 22 11 2 2
1496584466 25 37 22 11 2 2
1496584901 26 37 22 11 2 2
1496585602 27 37 22 11 2 2
1496586255 28 37 22 11 2 2
1496586985 29 37 22 11 2 2
1496587862 30 37 22 11 2 2
1496588518 31 37 22 11 2 2
1496589792 32 37 22 11 2 2
1496593866 32 37 22 12 2 2
1496595234 32 37 22 13 2 2
1496595923 32 37 23 13 2 2
1496599319 33 37 23 13 2 2
1496599327 34 37 23 13 2 2
1496600018 35 37 23 13 2 2
1496600764 36 37 23 13 2 2
1496603686 36 37 23 14 2 2
1496603707 36 37 23 15 2 2
1496603980 36 37 23 16 2 2
1496606013 37 37 23 16 2 2
1496606031 38 37 23 16 2 2
1496607323 38 37 23 17 2 2
1496607816 39 37 23 17 2 2
1496610173 39 37 23 18 2 2
1496610391 39 37 23 19 2 2
1496610869 40 37 23 19 2 2
1496614230 40 38 23 19 2 2
1496646850 40 39 23 19 2 2
1496649994 40 40 23 19 2 2
1496650433 40 41 23 19 2 2
1496657217 41 41 23 19 2 2
1496661356 42 41 23 19 2 2
1496662365 43 41 23 19 2 2
