1490097372 0 0 0 0 0 1
1490109431 0 0 0 0 0 2
1490115308 0 0 0 4 0 2
1490117527 340 0 0 4 0 2
1490117792 342 0 0 4 0 2
1490118177 342 0 0 4 0 2
1490118660 343 0 0 4 0 2
1490118768 345 0 0 4 0 2
1490118818 346 0 0 4 0 2
1490268388 455 0 0 4 0 2
1490271373 455 0 1 4 0 2
1490273237 455 0 1 4 0 2
1490273256 455 0 1 4 0 2
1490275989 455 0 1 4 0 2
1490306583 455 0 1 4 1 2
1490339567 474 0 1 4 1 2
1490470229 474 5 1 4 1 2
1490473504 474 9 1 4 1 2
1490476220 474 12 1 4 1 2
1490476366 474 12 1 4 1 2
1490476558 474 13 1 4 1 2
1490608245 474 13 1 4 1 2
1490613146 474 39 1 4 1 2
1490614712 474 59 1 4 1 2
1490614909 474 60 1 4 1 2
1490615944 474 63 1 4 1 2
1490620008 474 64 1 4 1 2
1490900899 474 67 1 4 1 2
1490913665 474 68 1 4 1 2
1491330876 474 68 1 4 7 2
1492957443 474 167 1 4 7 2
1492960039 474 167 1 4 7 2
1492964556 474 168 1 4 7 2
1492968234 474 176 1 4 7 2
1492969616 474 183 1 4 7 2
1493294461 474 192 1 4 7 2
1493374944 474 229 1 4 7 2
1493466820 474 388 1 4 7 2
1493559123 474 767 1 4 7 2
1493560463 474 1082 1 4 7 2
1493562135 474 1094 1 4 7 2
1493562477 474 1209 1 4 7 2
1493565700 474 1209 1 4 7 2
1493565863 474 1219 1 4 7 2
1493566377 474 1221 1 4 7 2
1493567123 474 1223 1 4 7 2
1493570228 474 1224 1 4 7 2
1493574877 474 1901 1 4 7 2
1493582962 474 1906 1 4 7 2
1493583499 474 1912 1 4 7 2
1493770495 474 1923 1 4 7 2
1493772472 474 1983 1 4 7 2
1493775079 474 1987 1 4 7 2
1495099808 474 1987 1 4 7 2
1495223621 474 1988 1 4 7 2
1495900868 1182 1988 1 4 7 2
1495988256 1303 1988 1 4 7 2
1495993796 1303 1988 4 4 7 2
1496092044 1303 1988 212 4 7 2
1496422413 1303 1988 358 4 7 2
1496479311 1303 1988 358 44 7 2
1496499902 1303 1988 358 5619 7 2
1496501751 1303 1988 358 5621 7 2
1496506166 1303 1988 531 5621 7 2
1496507165 1303 1988 569 5621 7 2
1496508032 1303 1988 569 5621 7 2
1496508597 1303 1988 569 5623 7 2
1496508626 1303 1988 569 5623 7 2
1496518883 1303 1988 615 5623 7 2
1496518955 1303 1988 615 5623 7 2
1496519404 1303 1988 615 5623 7 2
1496523137 1428 1988 615 5623 7 2
1496523303 1428 1988 615 5628 7 2
1496523327 1428 1988 615 5628 7 2
1496557549 1428 1988 615 5632 7 2
1496559430 1428 1988 615 5638 7 2
1496559995 1428 1988 615 5640 7 2
1496560890 1430 1988 615 5640 7 2
1496562949 1436 1988 615 5640 7 2
1496563594 1437 1988 615 5640 7 2
1496564702 1438 1988 615 5640 7 2
1496568615 1758 1988 615 5640 7 2
1496571263 1895 1988 615 5640 7 2
1496571411 1896 1988 615 5640 7 2
1496571972 1907 1988 615 5640 7 2
1496572371 8054 1988 615 5640 7 2
1496573619 8331 1988 615 5640 7 2
1496574558 8331 1988 687 5640 7 2
1496574573 8331 1988 687 5640 7 2
1496575618 8331 1988 689 5640 7 2
1496576123 8331 1988 694 5640 7 2
1496576636 8331 1988 695 5640 7 2
1496576963 8331 1988 696 5640 7 2
1496580278 8394 1988 696 5640 7 2
1496580478 8394 1988 701 5640 7 2
1496581347 8394 1988 701 5640 7 2
1496582423 8394 1988 701 5640 7 2
1496582436 8394 1988 701 5640 7 2
1496584466 8444 1988 701 5640 7 2
1496584901 8446 1988 701 5640 7 2
1496585602 8447 1988 701 5640 7 2
1496586255 8455 1988 701 5640 7 2
1496586985 8463 1988 701 5640 7 2
1496587862 8465 1988 701 5640 7 2
1496588518 8469 1988 701 5640 7 2
1496589792 8501 1988 701 5640 7 2
1496593866 8501 1988 701 5701 7 2
1496595234 8501 1988 701 5704 7 2
1496595923 8501 1988 709 5704 7 2
1496599319 8563 1988 709 5704 7 2
1496599327 8563 1988 709 5704 7 2
1496600018 8565 1988 709 5704 7 2
1496600764 8567 1988 709 5704 7 2
1496603686 8567 1988 709 5722 7 2
1496603707 8567 1988 709 5722 7 2
1496603980 8567 1988 709 5723 7 2
1496606013 8605 1988 709 5723 7 2
1496606031 8605 1988 709 5723 7 2
1496607323 8605 1988 709 5725 7 2
1496607816 8613 1988 709 5725 7 2
1496610173 8613 1988 709 5725 7 2
1496610391 8613 1988 709 5726 7 2
1496610869 8615 1988 709 5726 7 2
1496614230 8615 2004 709 5726 7 2
1496646850 8615 2043 709 5726 7 2
1496649994 8615 2057 709 5726 7 2
1496650433 8615 2058 709 5726 7 2
1496657217 8647 2058 709 5726 7 2
1496661356 8654 2058 709 5726 7 2
1496662365 8655 2058 709 5726 7 2
